,val_loss,loss
0,8310.166015625,9584.724268353175
1,7573.5087890625,8772.940987723214
2,6594.84765625,8042.724214099702
3,5288.78173828125,7027.171588231647
4,3671.564453125,5689.3368908110115
5,2014.0543212890625,4028.6114017547125
6,1103.5445556640625,2182.7932574559773
7,2463.284912109375,977.5644947839162
8,4199.66259765625,1187.3819580078125
9,3233.0869140625,1836.9681880890378
10,1697.4779052734375,1162.6185050843253
11,887.8407592773438,587.980472625248
12,698.6285400390625,550.6511676122271
13,670.6354370117188,690.3842129177517
14,600.3816528320312,739.6000046502976
15,484.6348571777344,625.9627162388393
16,448.64996337890625,412.1923106360057
17,578.798828125,271.4228791736421
18,719.2223510742188,279.9112001449343
19,663.9352416992188,352.9821370442708
20,453.93194580078125,308.9729749891493
21,317.2731628417969,222.03831554594495
22,290.1134338378906,196.3123045421782
23,290.36370849609375,228.53158084929936
24,280.8564147949219,235.14645313081286
25,280.39434814453125,203.9387468610491
26,311.9984436035156,180.02329992869542
27,348.1452331542969,187.4458717467293
28,336.1736145019531,199.61528935508122
29,299.9530334472656,189.90914335704986
30,261.15570068359375,171.99236333937873
31,248.3567352294922,167.87879895407056
32,243.26882934570312,175.8907654777406
33,241.54042053222656,173.32218036954364
34,251.72625732421875,162.17640153188555
35,268.2977600097656,157.66417972625248
36,269.331298828125,160.2520245748853
37,256.6481018066406,159.92690797836062
38,235.450927734375,155.6767776731461
39,225.2108917236328,152.21468316941034
40,222.9676513671875,152.70594932919457
41,224.6322021484375,151.61547221834698
42,234.38735961914062,150.91998630099826
43,235.22674560546875,147.97239479186044
44,232.08245849609375,147.5679946172805
45,226.79273986816406,146.2793433779762
46,221.3935089111328,144.95074814084975
47,215.08770751953125,144.74675641741072
48,213.5818328857422,144.7166295127263
49,217.14915466308594,143.07787080795046
50,223.42050170898438,141.16468060205852
51,224.9578857421875,140.84080505371094
52,225.36439514160156,141.78042893182663
53,216.63186645507812,139.72883448525081
54,211.09039306640625,139.14191230895028
55,211.11343383789062,138.64170570979041
56,216.53404235839844,138.02624826582652
57,221.1220703125,136.63258797781808
58,220.18954467773438,136.05358474973647
59,217.62693786621094,136.1963377453032
60,212.86911010742188,134.34358554416232
61,208.64199829101562,133.50030154273622
62,209.52684020996094,133.91780574738033
63,213.43560791015625,132.7202858092293
64,220.35049438476562,132.4369654579768
65,220.59022521972656,131.5311264764695
66,215.94869995117188,130.47386460077195
67,212.52066040039062,129.26812429276723
68,210.3458251953125,129.75228482200987
69,212.64198303222656,129.16036551339286
70,218.0076904296875,127.47473410954551
71,224.34986877441406,127.8652073693654
72,220.1474609375,127.34034486800905
73,215.65008544921875,125.79323202466207
74,212.13133239746094,125.24422442723834
75,212.93399047851562,125.51014237176804
76,215.75555419921875,124.513184804765
77,223.95639038085938,124.02023315429688
78,226.39944458007812,125.68947044251458
79,216.9538116455078,122.56709265330481
80,211.91693115234375,121.2217528328063
81,211.48394775390625,122.90687585255456
82,219.86892700195312,122.20436071971106
83,221.87509155273438,121.21007126096696
84,226.57296752929688,119.63708290221199
85,227.5163116455078,122.68442656501891
86,215.5120391845703,119.61329856751458
87,212.47283935546875,120.6460438077412
88,217.4464874267578,119.10042039174883
89,227.63803100585938,116.07772112649585
90,234.2476806640625,117.18294585697235
91,224.86529541015625,117.75090656583271
92,217.51779174804688,116.65125916496156
93,217.25149536132812,116.77272421216207
94,228.03369140625,117.31386554051959
95,228.23361206054688,114.19701700361948
96,222.05484008789062,114.04804253956628
97,219.3735809326172,113.3090344383603
98,222.77374267578125,112.63466099330357
99,228.9730987548828,112.49583798363095
100,229.4834747314453,112.64695352221293
101,221.2249755859375,112.21433633471293
102,221.92190551757812,110.80106051006014
103,228.81910705566406,111.03663647364057
104,229.71832275390625,109.3220711359902
105,225.63497924804688,110.10432603624132
106,227.80873107910156,108.42250351678757
107,227.65077209472656,108.37901354592944
108,231.80227661132812,108.23185572548518
109,227.4065704345703,107.12040662008619
110,227.7858428955078,106.25476231650701
111,228.84771728515625,105.80302974155971
112,232.1055145263672,106.27040850926959
113,227.94387817382812,105.46916622585721
114,229.25209045410156,104.82522994752914
115,239.216064453125,108.4584228273422
116,230.31935119628906,104.60774630591983
117,229.39076232910156,102.89839293464782
118,230.05612182617188,102.88210986909412
119,236.74732971191406,102.52932945130364
120,231.65550231933594,105.21986558702257
121,240.21640014648438,102.44554816351996
122,236.98764038085938,100.79036422002883
123,233.16273498535156,99.68769921196832
124,232.9645233154297,99.48465825640966
125,231.9830780029297,100.56932842920698
126,242.16159057617188,98.67020416259766
127,242.56488037109375,98.48845454624721
128,243.15127563476562,97.42557198660714
129,237.75343322753906,96.85742030068049
130,238.84011840820312,97.84324476453993
131,235.02748107910156,96.0737574743846
132,239.21055603027344,95.53164430648562
133,246.9852294921875,95.27969045487662
134,243.25390625,94.29121556357732
135,241.5568389892578,93.5221217321971
136,243.3673858642578,93.2908206515842
137,247.3087158203125,92.79189760722811
138,247.90223693847656,92.30396658276754
139,242.99874877929688,91.66442398797898
140,244.33563232421875,91.25920649937221
141,252.73548889160156,91.49279458182198
142,249.02000427246094,90.06911420065259
143,246.09437561035156,90.0227538820297
144,242.32064819335938,88.88951740567646
145,249.28822326660156,88.93275839184957
146,254.91357421875,87.4936036609468
147,260.0575866699219,89.55680798727369
148,247.43988037109375,86.7360603695824
149,246.2496795654297,87.45626915825738
150,256.9726867675781,86.62007528638082
151,272.9436340332031,87.18307277134487
152,252.84930419921875,88.91031440855964
153,255.19383239746094,85.23219832163008
154,254.24240112304688,83.81012338305277
155,259.1405029296875,85.25993177625868
156,268.369873046875,82.96009802439856
157,274.3603820800781,85.10312537541465
158,253.70596313476562,82.94057379828558
159,250.97238159179688,81.99179416232639
160,259.204345703125,81.18450661311074
161,271.09423828125,80.624510507735
162,263.9344482421875,80.53135935465495
163,257.64654541015625,78.7897222609747
164,258.82952880859375,80.98419734409877
165,278.0663757324219,78.43921830919054
166,281.5121765136719,79.78647819397942
167,262.9317932128906,80.8330556475927
168,269.4371337890625,77.5591936262827
169,279.5924987792969,76.4055913289388
170,277.2054443359375,76.60509563627697
171,265.19989013671875,76.24646752978128
172,272.0542907714844,75.17413293747674
173,282.69805908203125,73.61505562918526
174,279.2334899902344,74.0858397710891
175,270.6657409667969,72.89327784946987
176,270.1883544921875,73.12326146685888
177,283.9029541015625,72.4923960973346
178,281.20123291015625,72.33200133792938
179,282.290283203125,72.2426392691476
180,273.479248046875,70.60340178958954
181,280.4117736816406,70.28573523627387
182,291.083984375,69.65245086427718
183,280.077880859375,69.5647455851237
184,280.1141662597656,68.3911835201203
185,287.8857421875,67.91822663564531
186,289.5564270019531,69.44021824428013
187,295.7369079589844,67.02189218430291
188,286.5267333984375,66.78742121136378
189,281.6518249511719,65.57581971183656
190,286.437744140625,66.23115987626333
191,297.4986267089844,64.88712855747768
192,298.49395751953125,64.43857731894842
193,283.69287109375,64.05407605852399
194,283.76171875,64.62142508370536
195,300.45703125,63.77962881421286
196,287.843994140625,62.93877186850896
197,288.481201171875,61.64636581663101
198,302.3023376464844,61.771719675215465
199,312.85205078125,59.79925621880425
200,297.7357177734375,60.98033196585519
201,295.6856994628906,59.23407170129201
202,307.11273193359375,58.59788386027018
203,311.1958312988281,57.70417585827055
204,304.5228576660156,57.479369814433745
205,298.016357421875,58.12376948765346
206,297.01318359375,56.23778697422573
207,313.01934814453125,55.97391013493613
208,320.5892028808594,59.83321259513734
209,292.89007568359375,56.2440561567034
210,306.9065856933594,56.68894455924867
211,328.84796142578125,54.08664212908064
212,304.20257568359375,54.33847790672665
213,297.89312744140625,52.07258424304781
214,317.6746826171875,52.622882116408576
215,325.706787109375,51.80298087710426
216,306.328369140625,52.4451659671844
217,316.4984130859375,51.210616459922186
218,329.2563171386719,49.24509811401367
219,313.2786865234375,49.86275421626984
220,312.49102783203125,48.347811078268386
221,324.36590576171875,48.62603396461124
222,330.57037353515625,49.36021798754495
223,306.11944580078125,48.357556418767054
224,323.64105224609375,48.17035862756154
225,322.77923583984375,45.960355304536364
226,315.93988037109375,46.84839242602151
227,333.99114990234375,45.00290861583891
228,330.462646484375,46.21905317760649
229,310.447998046875,45.53589430309477
230,331.62811279296875,44.25505162799169
231,332.0590515136719,46.204703315855966
232,308.85595703125,45.41355290488591
233,340.6611328125,44.23229877532474
234,334.406005859375,42.752670227535184
235,313.3116760253906,40.59208297729492
236,330.9792175292969,41.750628698439826
237,335.6513671875,40.71253967285156
238,317.6141357421875,39.55536439683702
239,338.1777648925781,40.66546055627248
240,329.19683837890625,40.70788876972501
241,341.0167236328125,38.34723427182152
242,319.8282775878906,37.44729250953311
243,327.76971435546875,37.380233280242436
244,330.22564697265625,35.50095397707016
245,342.04766845703125,35.662482337346155
246,339.64642333984375,38.616095346117774
247,315.60137939453125,33.86985609266493
248,337.8623046875,37.72944653223431
249,359.5132141113281,37.938592941041975
250,315.76776123046875,32.22090578836108
251,334.78759765625,39.32439979674324
252,375.69525146484375,30.942216630965945
253,323.43328857421875,36.73822760203528
254,317.124755859375,38.31732952783978
255,386.9274597167969,33.04571133568173
256,332.61505126953125,36.725736406114365
257,320.4996337890625,33.21803174700056
258,367.8314208984375,32.964641359117294
259,336.8223571777344,32.10801478794643
260,329.8001708984375,28.395183684333922
261,346.66644287109375,29.16436271061973
262,345.70343017578125,29.505015418643044
263,328.2618103027344,26.54559389750163
264,347.9776611328125,28.485601879301527
265,360.0487060546875,26.98198984539698
266,332.042236328125,26.54411860874721
267,338.3746337890625,29.461635559324233
268,376.42742919921875,24.91853365822444
269,337.0172119140625,28.26297981020004
270,345.22052001953125,24.93539107791961
271,353.8433837890625,24.023594931950644
272,347.36883544921875,23.85878596230159
273,350.01702880859375,24.03597102089534
274,360.625732421875,24.02093978155227
275,341.9757080078125,22.285215196155367
276,358.4140319824219,22.961895170665922
277,360.1653137207031,22.083203996930802
278,357.17083740234375,21.905386152721587
279,353.0820617675781,22.487410030667743
280,349.3956604003906,21.25979187375023
281,366.76287841796875,24.279551430354044
282,342.6439208984375,20.300519458831303
283,364.2504577636719,23.867665396796333
284,351.082275390625,20.014331817626953
285,360.9979248046875,20.32700568910629
286,376.80877685546875,18.700920543973407
287,354.8658752441406,19.973612225244917
288,363.1958923339844,18.561745265173535
289,364.1496276855469,18.053310727316237
290,365.18731689453125,17.932308469499862
291,369.363037109375,17.5332244237264
292,364.7152099609375,17.326446230449374
293,368.744140625,16.823158824254595
294,360.90447998046875,17.86548329913427
295,362.359375,17.78795269557408
296,384.7255859375,17.58509747944181
297,353.4563293457031,15.884744432237413
298,380.85125732421875,17.229195428273034
299,379.49072265625,15.933278159489708
300,356.94329833984375,15.427710518004401
301,385.0965576171875,15.01724730597602
302,367.087158203125,14.792099392603314
303,368.98211669921875,14.1202455853659
304,372.4476318359375,15.605860059223478
305,368.869140625,15.741236762394982
306,398.13653564453125,13.090637933640252
307,360.110595703125,15.137422031826443
308,388.6947021484375,14.382392096141029
309,375.27691650390625,15.26144282023112
310,362.15472412109375,14.022937411353702
311,392.9831848144531,14.787809856354244
312,356.45416259765625,12.817293636382573
313,391.9865417480469,13.236674793182857
314,379.5467224121094,12.325641980246893
315,372.15118408203125,12.034435241941422
316,392.6741027832031,10.711979775201707
317,370.72845458984375,11.588357274494474
318,383.51226806640625,10.728684834071569
319,386.92034912109375,10.551212204827202
320,374.3353271484375,9.961226735796247
321,388.6689453125,9.825734123351081
322,376.47613525390625,9.698387690952845
323,379.2084655761719,9.519693102155413
324,386.5145568847656,9.24214930761428
325,372.33465576171875,10.467008681524367
326,392.562255859375,12.078380796644423
327,393.5491638183594,11.864693444872659
328,364.5758056640625,8.842768828074137
329,406.66351318359375,9.746526021806021
330,367.9142761230469,9.902960656181214
331,393.7073059082031,8.948505537850517
332,379.55255126953125,8.947616940452939
333,381.6484069824219,8.475030566018726
334,399.80731201171875,8.032939880613297
335,371.3635559082031,9.053114906189935
336,408.21575927734375,7.489085515340169
337,368.0771484375,9.192319037422301
