,val_loss,loss
0,5850.5361328125,8031.862079923115
1,3756.9560546875,5701.533249627976
2,1502.53466796875,3477.0624573722716
3,209.32284545898438,1192.050985669333
4,1057.2322998046875,341.1206442212302
5,1247.42236328125,1349.421898251488
6,439.6720275878906,1157.4646364242312
7,201.32728576660156,429.98237755185085
8,411.6653747558594,282.4368339417473
9,573.6964721679688,531.676998077877
10,511.0644836425781,638.5238812158979
11,327.4803771972656,525.6098739381821
12,192.9095916748047,336.01231432717947
13,221.6673583984375,253.6510261656746
14,299.5421447753906,302.3745572529142
15,277.0584716796875,374.1676621210007
16,193.2631072998047,322.0471806601873
17,181.9849090576172,231.04441252208892
18,222.30545043945312,235.66545032319567
19,240.5737762451172,270.60372440398686
20,212.88133239746094,274.2144625224764
21,179.2593994140625,240.35304236033605
22,172.8848419189453,216.2804407997737
23,182.2021026611328,219.92872377425905
24,181.23646545410156,234.76457141694567
25,169.98231506347656,228.17845856197297
26,171.1327667236328,211.30016242133246
27,182.88427734375,211.9442858014788
28,184.6894989013672,213.94410293821304
29,177.07838439941406,211.30706205822173
30,167.50296020507812,208.40933518182663
31,166.8533935546875,202.34096345447358
32,166.4539337158203,201.53119162907677
33,167.12159729003906,198.42913721478175
34,171.19166564941406,193.66949075365824
35,177.0068817138672,192.8426329597594
36,177.8130645751953,192.41195170084634
37,174.60720825195312,189.5580577547588
38,171.11131286621094,187.76992846292163
39,171.44503784179688,186.25927031986296
40,173.44651794433594,185.31745014493427
41,180.15634155273438,183.17203170534165
42,185.38011169433594,181.52333093067958
43,182.56138610839844,182.60856265113466
44,182.6063232421875,179.16046336340526
45,181.7262420654297,178.77111792185949
46,183.94635009765625,177.78490702311197
47,184.5912322998047,176.40845743815103
48,185.72714233398438,175.61302451481896
49,187.1242218017578,174.6375017923022
50,186.88853454589844,173.87882317437067
51,185.22349548339844,175.603879777212
52,187.9176483154297,172.18868146623885
53,191.08970642089844,171.0683363657149
54,191.27325439453125,170.84336756146143
55,190.64524841308594,170.65614100864954
56,187.843994140625,169.1454119001116
57,185.14442443847656,168.34571402413505
58,185.4514617919922,168.25074840727308
59,188.55230712890625,166.05718461294023
60,192.50840759277344,165.00165400429378
61,193.54202270507812,168.12992422921317
62,184.91720581054688,166.26847040085565
63,184.14181518554688,164.30236695304748
